,organizationName,employees,headquarters,ceoName,industries,yearFounded,state,rank
284,Bellin Health,12000.0, Wisconsin,Chris Woleske,Health Care,1907.0,Wisconsin,40
285,"Bentonville School District, Bentonville, AR",2270.0, Arkansas,Debbie Jones,Education,1841.0,Arkansas,3
286,Berkeley County Schools,2490.0, West Virginia,Deon Jackson,Education,1874.0,West Virginia,20
287,Berkshire Hathaway Energy,23000.0, Iowa,Gregory E. Abel,Utilities,1971.0,Nevada,31
288,Berry Global Group,47000.0, Indiana,Thomas E. Salmon,"Engineering, Manufacturing",1967.0,Indiana,53
289,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Indiana,38
290,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Maryland,24
291,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Massachusetts,70
292,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Michigan,64
293,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Minnesota,29
294,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,New Hampshire,11
295,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,New Jersey,40
296,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,New York,57
297,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Oregon,18
298,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Pennsylvania,10
299,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Tennessee,25
300,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Texas,69
301,Best Buy,102000.0, Minnesota,Corie Barry,Retail and Wholesale,1966.0,Washington,15
302,Best Western International,1000.0, Arizona,Larry Cuculic,"Travel, Hotels, Restaurants, Leisure",1946.0,Arizona,32
303,Bethel School District,5200.0, Washington,Tom Seigel,Education,1945.0,Washington,41
304,Bi-Mart,3200.0, Oregon,Rich Truett,Retail and Wholesale,1955.0,Oregon,11
305,Big Y World Class Market,12000.0, Massachusetts,Charles D’Amour D'Amour,Retail and Wholesale,1936.0,Connecticut,40
306,Billings Clinic,4700.0, Montana,Scott Ellner,Health Care,1911.0,Montana,2
307,Bio-Techne,2600.0, Minnesota,Charles R. Kummeth,Drugs & Biotechnology,1981.0,Minnesota,54
308,Biogen,7000.0, Massachusetts,Michel Vounatsos,Drugs & Biotechnology,1978.0,North Carolina,85
309,BJC HealthCare,30000.0, Missouri,Richard J. Liekweg,Health Care,1937.0,Illinois,39
310,BJC HealthCare,30000.0, Missouri,Richard J. Liekweg,Health Care,1937.0,Missouri,23
311,Blackbaud,3600.0, South Carolina,Michael Gianoni,"IT, Internet, Software & Services",1981.0,South Carolina,34
312,Bloomberg,19000.0, New York,Michael Bloomberg,Media & Advertising,1981.0,New York,81
313,Blue Buffalo,27783.0, Connecticut,Bill Bishop,"Food, Soft Beverages, Alcohol & Tobacco",2003.0,Connecticut,31
314,Blue Cross Blue Shield of Alabama,3300.0, Alabama,Tim Vines,Insurance,1936.0,Alabama,13
315,Blue Cross Blue Shield of Massachusetts,3700.0, Massachusetts,Andrew Dreyfus,Insurance,1988.0,Massachusetts,27
316,Blue Cross & Blue Shield of Michigan,8100.0, Michigan,Daniel J. Loepp,Insurance,1939.0,Michigan,2
317,Blue Cross Blue Shield of Nebraska,5805.0, Nebraska,Steven Grandfield,Insurance,1939.0,Nebraska,16
318,Blue Cross Blue Shield of North Carolina,4800.0, North Carolina,Tunde Sotunde,Insurance,1933.0,North Carolina,41
319,BlueCross BlueShield of South Carolina,16000.0, South Carolina,David Pankau,Insurance,1946.0,South Carolina,36
320,Blue Valley Schools,2797.0, Kansas,Tonya Merrigan,Education,1965.0,Kansas,1
321,BlueCross BlueShield of Tennessee,6000.0, Tennessee,Jason D. Hickey,Health Care,1945.0,Tennessee,1
322,Blue Cross and Blue Shield of Kansas,1610.0, Kansas,Matt All,Insurance,1942.0,Kansas,29
323,BMC Software,6000.0, Texas,Ayman Sayed,"IT, Internet, Software & Services",1980.0,California,34
324,BMO Harris Bank,12090.0, Illinois,Darryl White,Banking and Financial Services,1882.0,Illinois,44
325,BMO Harris Bank,12090.0, Illinois,Darryl White,Banking and Financial Services,1882.0,Minnesota,39
326,BMO Harris Bank,12090.0, Illinois,Darryl White,Banking and Financial Services,1882.0,Wisconsin,73
327,BMW Group,118909.0, New Jersey,Oliver Zipse,Automotive (Automotive and Suppliers),1975.0,South Carolina,24
328,BNSF Railway,34000.0, Texas,Kathryn Farmer,Transportation and Logistics,1995.0,Illinois,52
329,BNSF Railway,34000.0, Texas,Kathryn Farmer,Transportation and Logistics,1995.0,Minnesota,24
330,BNSF Railway,34000.0, Texas,Kathryn Farmer,Transportation and Logistics,1995.0,North Dakota,2
331,Bob Evans Restaurants,14284.0, Ohio,Saed Mohseni,"Travel, Hotels, Restaurants, Leisure",1946.0,Ohio,52
332,Boehringer Ingelheim,52391.0, Connecticut,Hubertus von Baumbach,Drugs & Biotechnology,1885.0,Connecticut,6
333,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Arizona,35
334,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,California,84
335,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Colorado,30
336,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Florida,71
337,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Illinois,5
338,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Missouri,27
339,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Oklahoma,8
340,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Pennsylvania,32
341,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,South Carolina,11
342,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Texas,49
343,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Virginia,31
344,Boeing,1500.0, Illinois,David L. Calhoun,Aerospace & Defense,1916.0,Washington,28
345,"Boise Independent District, Boise, ID",5200.0, Idaho,,Education,1865.0,Idaho,4
346,Boise State University,3289.0, Idaho,Marlene Tromp,Education,1932.0,Idaho,5
347,BOK Financial,4711.0, Oklahoma,Stacy C. Kymes,Banking and Financial Services,1908.0,Oklahoma,19
348,Bon Secours Mercy Health,57500.0, Maryland,"John M. Starcher, Jr.",Health Care,1983.0,Virginia,52
349,Bonneville Power Administration,10000.0, Oregon,John Hairstone,Utilities,1937.0,Oregon,10
350,"Boone County School District, Florence, KY",5200.0, Kentucky,Matthew Turner,Education,1954.0,Kentucky,25
351,Boone Hospital Center,1950.0, Missouri,Troy Greer,Health Care,1921.0,Missouri,58
352,Booz Allen Hamilton,27700.0, Virginia,Horacio Rozanski,Professional Services,1914.0,Georgia,53
353,Booz Allen Hamilton,27700.0, Virginia,Horacio Rozanski,Professional Services,1914.0,Maryland,48
354,Booz Allen Hamilton,27700.0, Virginia,Horacio Rozanski,Professional Services,1914.0,Texas,77
355,BorgWarner,49300.0, Michigan,Frédéric B. Lissdale,Automotive (Automotive and Suppliers),1928.0,Indiana,47
356,Bosch,35300.0, Michigan,Volkmar Denner,"Engineering, Manufacturing",1886.0,Michigan,9
357,Bosch,35300.0, Michigan,Volkmar Denner,"Engineering, Manufacturing",1886.0,Minnesota,9
358,Bosch,35300.0, Michigan,Volkmar Denner,"Engineering, Manufacturing",1886.0,South Carolina,16
359,Boston Children's Hospital,12000.0, Massachusetts,Kevin B. Churchwell,Health Care,1869.0,Massachusetts,2
360,Boston Medical Center,5123.0, Massachusetts,Kate Walsh,Health Care,1996.0,Massachusetts,66
361,Boston Scientific,20000.0, Massachusetts,Michael F. Mahoney,Health Care,1979.0,Minnesota,8
362,Boulder Valley School District,4000.0, Colorado,Rob Anderson,Education,1960.0,Colorado,11
363,Boyd Gaming,14284.0, Nevada,William R. Boyd,"Travel, Hotels, Restaurants, Leisure",1975.0,Nevada,24
364,Bridgestone,135636.0, Tennessee,Shuichi Ishibashi,Automotive (Automotive and Suppliers),1931.0,Tennessee,77
365,Briggs & Stratton,20000.0, Wisconsin,Todd J. Teske,"Engineering, Manufacturing",1908.0,Wisconsin,24
366,Brigham Young University,5550.0, Utah,Kevin J. Worthen,Education,1875.0,Utah,36
367,Bright Horizons,26000.0, Massachusetts,Stephen Kramer,Education,1986.0,Massachusetts,64
368,Bristol Myers Squibb,18676.0, New York,Giovanni Caforio,Drugs & Biotechnology,1887.0,New Jersey,59
369,Broadlawns Medical Center,1200.0, Iowa,Anthony B. Coleman,Health Care,1924.0,Iowa,27
370,Bronson Healthcare,8400.0, Michigan,Bill Manns,Health Care,1900.0,Michigan,39
371,Brookdale Senior Living Inc.,40000.0, Tennessee,Lucinda Baier,Health Care,2005.0,Tennessee,75
372,Broward County,22217.0, Florida,Bertha Henry,Government Services,1915.0,Florida,52
373,Broward Health,9800.0, Florida,Shane Strum,Health Care,1938.0,Florida,42
374,Brown-Forman,4700.0, Kentucky,Lawson Whiting,"Food, Soft Beverages, Alcohol & Tobacco",1870.0,Kentucky,20
375,Brown University,5200.0, Rhode Island,Christina Paxson,Education,1764.0,Rhode Island,3
376,Brunswick,18500.0, Illinois,David M. Foulkes,"Engineering, Manufacturing",1845.0,Minnesota,59
377,Brunswick,18500.0, Illinois,David M. Foulkes,"Engineering, Manufacturing",1845.0,Wisconsin,27
378,Bucks County,22217.0, Pennsylvania,Jeames Horan,Government Services,1682.0,Pennsylvania,37
379,Buncombe County Schools,3232.0, North Carolina,Tony Baldwin,Education,1984.0,North Carolina,97
380,Burns & McDonnell Engineering,7600.0, Missouri,Ray Kowalik,"Construction, Oil & Gas Operations, Mining and Chemicals",1898.0,Missouri,60
381,Butterball,6000.0, North Carolina,Jay Jandrain,"Food, Soft Beverages, Alcohol & Tobacco",2006.0,North Carolina,48
382,"Cabarrus County Schools, Concord, NC",3800.0, North Carolina,John Kopicki,Education,1970.0,North Carolina,88
383,Cabell Huntington Hospital,2300.0, West Virginia,Kevin Yingling,Health Care,1956.0,West Virginia,18
384,CACI International,22000.0, Virginia,John S. Mengucci,Aerospace & Defense,1962.0,Virginia,32
385,Cadence,9400.0, California,Anirudh Devgan,"IT, Internet, Software & Services",1988.0,California,71
386,Caesars Entertainment,10000.0, Nevada,Tom Reeg,"Travel, Hotels, Restaurants, Leisure",1937.0,Arizona,61
387,Caesars Entertainment,10000.0, Nevada,Tom Reeg,"Travel, Hotels, Restaurants, Leisure",1937.0,Nevada,33
388,"California Polytechnic State University, San Luis Obispo",50000.0, California,Jeffrey D. Armstrong,Education,1901.0,California,89
389,Caltech,3500.0, California,Thomas F. Rosenbaum,Education,1891.0,California,1
390,CAMC Health System,8700.0, West Virginia,David L. Ramsey,Health Care,1984.0,West Virginia,8
391,Canon USA,31000.0, New York,Kazuto Ogawa,Electronics,1937.0,New Jersey,79
392,"Canyons District, Sandy, UT",1865.0, Utah,Rick Robins,Education,2009.0,Utah,16
393,Cape Fear Valley Health System,7500.0, North Carolina,Micheal Nagowski,Health Care,1956.0,North Carolina,99
394,Capgemini,300000.0, New York,Aiman Ezzat,Professional Services,1967.0,Georgia,94
395,Capital Group Companies,7500.0, California,Timothy D. Armour,Banking and Financial Services,1930.0,California,2
396,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,California,20
397,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,Florida,12
398,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,Louisiana,12
399,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,Maryland,7
400,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,New York,23
401,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,Texas,8
402,Capital One,50767.0, Virginia,Richard D. Fairbank ,Banking and Financial Services,1994.0,Virginia,29
403,Cardinal Health,29000.0, Ohio,Mike Kaufmann,Health Care,1971.0,California,55
404,Cardinal Health,29000.0, Ohio,Mike Kaufmann,Health Care,1971.0,Massachusetts,9
405,Cardinal Health,29000.0, Ohio,Mike Kaufmann,Health Care,1971.0,Ohio,31
406,Cardinal Health,29000.0, Ohio,Mike Kaufmann,Health Care,1971.0,Tennessee,23
407,CareCentrix,12000.0, Florida,John Driscoll,Health Care,1996.0,Connecticut,30
408,CareOne,11000.0, New Jersey,Daniel Straus,Health Care,1999.0,New Jersey,73
409,Cargill,155000.0, Minnesota,David MacLennan,"Food, Soft Beverages, Alcohol & Tobacco",1865.0,Colorado,45
410,Cargill,155000.0, Minnesota,David MacLennan,"Food, Soft Beverages, Alcohol & Tobacco",1865.0,Georgia,8
411,Cargill,155000.0, Minnesota,David MacLennan,"Food, Soft Beverages, Alcohol & Tobacco",1865.0,Kansas,11
412,Cargill,155000.0, Minnesota,David MacLennan,"Food, Soft Beverages, Alcohol & Tobacco",1865.0,Minnesota,41
413,Cargill,155000.0, Minnesota,David MacLennan,"Food, Soft Beverages, Alcohol & Tobacco",1865.0,Nebraska,20
414,Cargill,155000.0, Minnesota,David MacLennan,"Food, Soft Beverages, Alcohol & Tobacco",1865.0,Ohio,32
415,Carhartt,19765.0, Michigan,Mark Valade,"Clothing, Shoes, Sports Equipment",1889.0,Kentucky,33
416,Carilion Clinic,13249.0, Virginia,Nancy Howell Agee,Health Care,1899.0,Virginia,14
417,Carle,11000.0, Illinois,James C. Leonard,Health Care,1918.0,Illinois,22
418,CarMax,26889.0, Virginia,Bill Nash,Retail and Wholesale,1993.0,Virginia,62
419,Carnegie Mellon University,6072.0, Pennsylvania,Farnam Jahanian,Education,1900.0,Pennsylvania,7
420,Carter's,13000.0, Georgia,Michael D. Casey,"Clothing, Shoes, Sports Equipment",1865.0,Pennsylvania,38
421,Carvana,21000.0, Arizona,"Ernie Garcia, III",Retail and Wholesale,2012.0,Arizona,18
422,Catalent,17300.0, New Jersey,John Chiminski,Drugs & Biotechnology,2007.0,Indiana,43
423,Caterpillar,107700.0, Illinois,James Umpleby,"Engineering, Manufacturing",1925.0,Mississippi,4
424,Caterpillar,107700.0, Illinois,James Umpleby,"Engineering, Manufacturing",1925.0,North Dakota,1
425,Caterpillar,107700.0, Illinois,James Umpleby,"Engineering, Manufacturing",1925.0,South Carolina,10
426,Catholic Medical Center,3000.0, New Hampshire,Alex Walker,Health Care,1974.0,New Hampshire,6
427,CBRE Group,105000.0, Texas,Bob Sulentic ,Business Services & Supplies,1906.0,Illinois,78
428,Cedar Fair Entertainment Company,4000.0, Ohio,Richard Zimmerman,"Travel, Hotels, Restaurants, Leisure",1983.0,Ohio,72
429,Cedars-Sinai Health System,16859.0, California,Thomas M. Priselac,Health Care,1902.0,California,75
430,Celanese,3075.0, Texas,Lori J. Ryerkerk,"Construction, Oil & Gas Operations, Mining and Chemicals",1918.0,Texas,54
431,Centene,80100.0, Missouri,Sarah London,Insurance,1984.0,Missouri,38
432,CenterPoint Energy,9418.0, Texas,David J. Lesar,Utilities,1882.0,Minnesota,31
433,CenterPoint Energy,9418.0, Texas,David J. Lesar,Utilities,1882.0,Texas,84
434,Centers for Medicare & Medicaid Services,6263.0, Maryland,Chiquita Brooks-LaSure,Government Services,1965.0,Maryland,61
435,Central Piedmont Community College,5200.0, North Carolina,Kandi Deitemeyer,Education,1963.0,North Carolina,81
436,Cerner,17605.0, Missouri,David T. Feinberg,Health Care,1979.0,Missouri,65
437,CGI,88500.0, Canada,George D. Schindler,Professional Services,1976.0,Virginia,57
438,C.H. Robinson,15384.0, Minnesota,Robert Biesterfeld,Business Services & Supplies,1905.0,Minnesota,43
439,Change Healthcare,15000.0, Tennessee,Neil de Crescenzo,Health Care,2005.0,Tennessee,70
440,Charles Schwab,33000.0, California,Walter W. Bettinger II,Banking and Financial Services,1971.0,Arizona,29
441,Charles Schwab,33000.0, California,Walter W. Bettinger II,Banking and Financial Services,1971.0,California,57
442,Charles Schwab,33000.0, California,Walter W. Bettinger II,Banking and Financial Services,1971.0,Colorado,17
443,Charles Schwab,33000.0, California,Walter W. Bettinger II,Banking and Financial Services,1971.0,Florida,51
444,Charles Schwab,33000.0, California,Walter W. Bettinger II,Banking and Financial Services,1971.0,Texas,90
445,Cherokee Nation,7500.0, Oklahoma,Chuck Hoskin Jr.,Government Services,1839.0,Oklahoma,10
446,Cherry Creek Schools,6522.0, Colorado,Christopher Smith,Education,1950.0,Colorado,19
447,Cherry Hill Public Schools,1696.0, New Jersey,Joseph Meloche,Education,1966.0,New Jersey,76
448,Chesapeake Public Schools,5586.0, Virginia,Jared Cotton,Education,1963.0,Virginia,24
449,Chevron,23729.0, California,Michael K. Wirth,"Construction, Oil & Gas Operations, Mining and Chemicals",1879.0,Louisiana,10
450,Chevron,23729.0, California,Michael K. Wirth,"Construction, Oil & Gas Operations, Mining and Chemicals",1879.0,Texas,67
451,Chevron Phillips Chemical,5000.0, Texas,Bruce Chinn,"Construction, Oil & Gas Operations, Mining and Chemicals",2000.0,Texas,40
452,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,Arizona,60
453,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,Georgia,82
454,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,Missouri,66
455,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,North Carolina,87
456,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,Pennsylvania,98
457,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,South Carolina,46
458,Chick-fil-A,140000.0, Georgia,Andrew Truett Cathy,"Travel, Hotels, Restaurants, Leisure",1946.0,Tennessee,80
459,Chickasaw Nation Department of Commerce,13500.0, Oklahoma,Bill Anoatubby,"Travel, Hotels, Restaurants, Leisure",1983.0,Oklahoma,32
460,Children's Healthcare of Atlanta,11000.0, Georgia,Donna W. Hyland,Health Care,1998.0,Georgia,25
461,Children's Hospital Colorado,8000.0, Colorado,Jena Hausmann,Health Care,1908.0,Colorado,4
462,Children's Hospital Los Angeles,6460.0, California,Paul S. Viviano,Health Care,1901.0,California,45
463,Children's Hospital & Medical Center Omaha,4000.0, Nebraska,Chanda Chacón,Health Care,1948.0,Nebraska,24
464,Children's Hospitals and Clinics of Minnesota,12000.0, Minnesota,Marc Gorelick,Health Care,1924.0,Minnesota,14
465,Children's Mercy Kansas City,8000.0, Missouri,Paul Kempinski,Health Care,1897.0,Missouri,2
466,Children’s Wisconsin,12000.0, Wisconsin,Peggy Troy,Health Care,1894.0,Wisconsin,16
467,Choctaw Casinos & Resorts,14284.0, Oklahoma,Gary Batton,"Travel, Hotels, Restaurants, Leisure",1830.0,Oklahoma,3
468,Choice Hotels International,1353.0, Maryland,Patrick Pacious,"Travel, Hotels, Restaurants, Leisure",1939.0,Kansas,21
469,Choice Hotels International,1353.0, Maryland,Patrick Pacious,"Travel, Hotels, Restaurants, Leisure",1939.0,Pennsylvania,78
470,ChristianaCare,11600.0, Delaware,Janice E. Nevin,Health Care,1888.0,Delaware,2
